message;severity;node;stamp;location
"I heard: \"PUBLISHING TO FIRST TOPIC 23\"";"20";"minimal_subscriber";"1773255741.820277715";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 23\"";"20";"minimal_publisher";"1773255741.821337778";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 23\"";"20";"minimal_publisher";"1773255741.820789473";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 22\"";"20";"minimal_subscriber_two";"1773255737.820390192";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 22\"";"20";"minimal_subscriber";"1773255737.819874872";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 22\"";"20";"minimal_publisher";"1773255737.818687549";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 22\"";"20";"minimal_publisher";"1773255737.818467938";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 21\"";"20";"minimal_subscriber_two";"1773255733.819450905";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 21\"";"20";"minimal_publisher";"1773255733.819098271";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"I heard: \"PUBLISHING TO FIRST TOPIC 21\"";"20";"minimal_subscriber";"1773255733.818230296";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO FIRST TOPIC 21\"";"20";"minimal_publisher";"1773255733.817520355";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 20\"";"20";"minimal_subscriber_two";"1773255729.819576290";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 20\"";"20";"minimal_publisher";"1773255729.818634238";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 20\"";"20";"minimal_publisher";"1773255729.818404171";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 20\"";"20";"minimal_subscriber";"1773255729.817822982";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 19\"";"20";"minimal_subscriber_two";"1773255725.819981007";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 19\"";"20";"minimal_publisher";"1773255725.818860045";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"I heard: \"PUBLISHING TO FIRST TOPIC 19\"";"20";"minimal_subscriber";"1773255725.818345357";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO FIRST TOPIC 19\"";"20";"minimal_publisher";"1773255725.817683547";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 18\"";"20";"minimal_subscriber_two";"1773255721.822270805";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 18\"";"20";"minimal_publisher";"1773255721.821745985";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 18\"";"20";"minimal_publisher";"1773255721.817661191";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 18\"";"20";"minimal_subscriber";"1773255721.818287382";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 17\"";"20";"minimal_subscriber_two";"1773255717.819130890";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 17\"";"20";"minimal_publisher";"1773255717.818252706";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"I heard: \"PUBLISHING TO FIRST TOPIC 17\"";"20";"minimal_subscriber";"1773255717.817984568";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO FIRST TOPIC 17\"";"20";"minimal_publisher";"1773255717.817506964";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 16\"";"20";"minimal_subscriber_two";"1773255713.819480035";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 16\"";"20";"minimal_publisher";"1773255713.818964392";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"I heard: \"PUBLISHING TO FIRST TOPIC 16\"";"20";"minimal_subscriber";"1773255713.817849298";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO FIRST TOPIC 16\"";"20";"minimal_publisher";"1773255713.817467488";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 15\"";"20";"minimal_subscriber_two";"1773255709.819292161";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 15\"";"20";"minimal_subscriber";"1773255709.818175363";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 15\"";"20";"minimal_publisher";"1773255709.817682339";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 15\"";"20";"minimal_publisher";"1773255709.817508206";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"Publishing: \"PUBLISHING TO SECOND TOPIC 14\"";"20";"minimal_publisher";"1773255705.818413205";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 14\"";"20";"minimal_subscriber_two";"1773255705.819088876";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"Publishing: \"PUBLISHING TO FIRST TOPIC 14\"";"20";"minimal_publisher";"1773255705.817900767";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I heard: \"PUBLISHING TO FIRST TOPIC 14\"";"20";"minimal_subscriber";"1773255705.817634857";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 13\"";"20";"minimal_subscriber_two";"1773255701.821574448";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 13\"";"20";"minimal_subscriber";"1773255701.818451890";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 13\"";"20";"minimal_publisher";"1773255701.817833349";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 13\"";"20";"minimal_publisher";"1773255701.817624029";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
"I witnessed: \"PUBLISHING TO SECOND TOPIC 12\"";"20";"minimal_subscriber_two";"1773255697.819671295";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function_two.py:listener_callback:33"
"I heard: \"PUBLISHING TO FIRST TOPIC 12\"";"20";"minimal_subscriber";"1773255697.818471267";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/subscriber_member_function.py:listener_callback:33"
"Publishing: \"PUBLISHING TO SECOND TOPIC 12\"";"20";"minimal_publisher";"1773255697.817845940";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:39"
"Publishing: \"PUBLISHING TO FIRST TOPIC 12\"";"20";"minimal_publisher";"1773255697.817640000";"/home/rosworker/ROS2Projects/SubscribersandPublishers/1_Publisher_2_Topics_2_Subscribers/wspractice/install/py_pubsub/lib/python3.10/site-packages/py_pubsub/publisher_member_function.py:timer_callback:37"
