message;severity;node;stamp;location
"Publishing: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 4, SECONDS SINCE START: 50.0\"";"20";"minimal_publisher";"1772920425.509474109";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_two.py:timer_callback:22"
"Publishing: \"COUNT: 5, SECONDS SINCE START: 60.0\"";"20";"minimal_publisher";"1772920423.793899177";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
"I heard: \"COUNT: 5, SECONDS SINCE START: 60.0\"";"20";"minimal_subscriber";"1772920423.793464387";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"I heard: \"PUBLISHER NUMBER 3 $$$$$$$. COUNT: 1, SECONDS SINCE START: 24.0 $$$$$$$\"";"20";"minimal_subscriber";"1772920423.194242225";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"PUBLISHER NUMBER 3 $$$$$$$. COUNT: 1, SECONDS SINCE START: 24.0 $$$$$$$\"";"20";"minimal_publisher";"1772920423.193661558";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_three.py:timer_callback:22"
"Publishing: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 3, SECONDS SINCE START: 40.0\"";"20";"minimal_publisher";"1772920415.510163479";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_two.py:timer_callback:22"
"I heard: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 3, SECONDS SINCE START: 40.0\"";"20";"minimal_subscriber";"1772920415.509657526";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"I heard: \"COUNT: 4, SECONDS SINCE START: 50.0\"";"20";"minimal_subscriber";"1772920413.794058447";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"COUNT: 4, SECONDS SINCE START: 50.0\"";"20";"minimal_publisher";"1772920413.793244426";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
"Publishing: \"PUBLISHER NUMBER 3 $$$$$$$. COUNT: 0, SECONDS SINCE START: 12.0 $$$$$$$\"";"20";"minimal_publisher";"1772920411.198653365";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_three.py:timer_callback:22"
"I heard: \"PUBLISHER NUMBER 3 $$$$$$$. COUNT: 0, SECONDS SINCE START: 12.0 $$$$$$$\"";"20";"minimal_subscriber";"1772920411.199065658";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"I heard: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 2, SECONDS SINCE START: 30.0\"";"20";"minimal_subscriber";"1772920405.514323902";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 2, SECONDS SINCE START: 30.0\"";"20";"minimal_publisher";"1772920405.513721694";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_two.py:timer_callback:22"
"I heard: \"COUNT: 3, SECONDS SINCE START: 40.0\"";"20";"minimal_subscriber";"1772920403.794294023";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"COUNT: 3, SECONDS SINCE START: 40.0\"";"20";"minimal_publisher";"1772920403.793474997";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
"I heard: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 1, SECONDS SINCE START: 20.0\"";"20";"minimal_subscriber";"1772920395.510117490";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 1, SECONDS SINCE START: 20.0\"";"20";"minimal_publisher";"1772920395.509524770";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_two.py:timer_callback:22"
"I heard: \"COUNT: 2, SECONDS SINCE START: 30.0\"";"20";"minimal_subscriber";"1772920393.793755556";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"COUNT: 2, SECONDS SINCE START: 30.0\"";"20";"minimal_publisher";"1772920393.793370423";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
"Publishing: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 0, SECONDS SINCE START: 10.0\"";"20";"minimal_publisher";"1772920385.514873913";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node_two.py:timer_callback:22"
"I heard: \"THIS IS COMING FROM THE SECOND PUBLISHER. COUNT: 0, SECONDS SINCE START: 10.0\"";"20";"minimal_subscriber";"1772920385.509619793";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"I heard: \"COUNT: 1, SECONDS SINCE START: 20.0\"";"20";"minimal_subscriber";"1772920383.793816250";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"COUNT: 1, SECONDS SINCE START: 20.0\"";"20";"minimal_publisher";"1772920383.793238356";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
"I heard: \"COUNT: 0, SECONDS SINCE START: 10.0\"";"20";"minimal_subscriber";"1772920373.804367171";"/home/rosworker/wspractice/build/my_first_package/my_first_package/subscriber_node.py:listener_callback:21"
"Publishing: \"COUNT: 0, SECONDS SINCE START: 10.0\"";"20";"minimal_publisher";"1772920373.800129901";"/home/rosworker/wspractice/build/my_first_package/my_first_package/publisher_node.py:timer_callback:22"
